Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Blue,FALSE,Lightweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,2,0,0,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,155,24,35
Red,FALSE,Welterweight,5,0,1,0,1,0,0,0,0,1,0,0,0,1,Switch,177.8,177.8,170,0,2,0,5,2,0,0,0,5,2,1,0,8,Orthodox,182.88,193.04,170,28,25
Red,FALSE,Bantamweight,3,0,2,0,2,1,0,0,0,0,0,4,0,4,Orthodox,172.72,172.72,135,0,6,0,6,1,0,0,1,3,1,1,0,6,Orthodox,165.1,167.64,135,30,32
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,0,0,1,1,Orthodox,172.72,175.26,155,0,1,0,1,0,1,0,1,0,0,0,0,1,Orthodox,177.8,180.34,170,29,28
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,185,0,1,0,1,0,1,0,0,0,1,0,0,1,Orthodox,185.42,190.5,185,27,26
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,1,0,0,0,0,1,Orthodox,182.88,180.34,170,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,170,26,33
Red,FALSE,Lightweight,3,1,0,0,1,4,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,155,1,0,0,2,3,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,34,29
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Switch,180.34,180.34,155,1,0,0,0,1,1,0,0,0,0,0,0,0,Southpaw,175.26,177.8,155,28,25
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,135,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,167.64,165.1,135,35,28
Blue,FALSE,Welterweight,5,0,1,0,6,6,0,0,2,4,2,2,0,10,Southpaw,175.26,180.34,170,0,4,0,4,0,0,0,0,1,0,3,0,4,Switch,180.34,182.88,170,30,26
Blue,FALSE,Featherweight,3,0,3,0,3,3,0,0,1,1,3,1,0,6,Orthodox,180.34,175.26,155,1,0,0,3,1,0,0,1,1,0,0,0,3,Orthodox,172.72,172.72,145,22,32
Blue,FALSE,Featherweight,3,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,145,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,185.42,187.96,145,27,25
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,190.5,187.96,155,1,0,0,2,1,0,0,0,1,0,1,0,2,Orthodox,182.88,190.5,170,30,28
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,180.34,180.34,170,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,185.42,190.5,170,32,27
Blue,FALSE,Middleweight,3,1,0,0,1,1,0,0,0,1,0,0,0,1,Southpaw,185.42,195.58,185,2,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,25,31
Red,FALSE,Featherweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,172.72,177.8,145,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,145,31,23
Red,TRUE,Flyweight,5,0,3,0,3,3,0,0,2,4,1,0,0,7,Southpaw,160.02,160.02,125,0,6,0,6,2,6,0,1,5,1,1,0,8,Orthodox,160.02,167.64,125,33,28
Blue,FALSE,Featherweight,3,0,3,0,3,0,0,0,0,1,2,0,0,3,Southpaw,175.26,187.96,155,0,3,0,4,2,0,0,0,3,2,3,0,8,Southpaw,175.26,182.88,155,26,25
Blue,FALSE,Middleweight,3,0,4,0,4,0,0,0,0,1,3,0,0,4,Southpaw,182.88,185.42,185,0,3,0,3,0,0,0,0,2,1,0,0,3,Orthodox,180.34,187.96,185,37,35
Red,FALSE,Women's Bantamweight,3,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,172.72,175.26,145,0,1,0,1,0,0,0,0,0,1,0,0,1,Southpaw,167.64,172.72,145,26,32
Red,FALSE,Bantamweight,3,0,5,0,5,2,0,0,3,3,1,0,0,7,Orthodox,170.18,172.72,135,0,2,0,2,0,2,0,0,2,0,0,0,2,Orthodox,172.72,172.72,135,30,29
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,1,1,0,2,Orthodox,187.96,185.42,170,0,2,0,2,1,0,0,0,3,0,1,0,4,Orthodox,180.34,187.96,170,28,29
Blue,FALSE,Welterweight,3,0,3,0,3,1,0,0,0,1,3,0,0,4,Orthodox,182.88,190.5,170,0,3,0,4,8,2,0,1,3,2,0,0,7,Orthodox,180.34,180.34,170,31,34
Blue,FALSE,Welterweight,3,2,0,0,4,2,0,0,1,2,1,0,0,4,Southpaw,182.88,185.42,170,1,0,0,4,4,0,0,3,1,2,0,0,6,Orthodox,170.18,180.34,170,33,31
Blue,FALSE,Lightweight,3,0,1,0,1,1,0,0,1,0,0,0,0,1,Orthodox,175.26,195.58,170,0,1,0,1,1,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,155,22,30
Red,FALSE,Bantamweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,135,2,0,0,2,7,1,0,0,2,0,2,0,4,Orthodox,165.1,170.18,135,27,33
Red,FALSE,Heavyweight,5,0,1,0,3,5,1,0,0,0,7,0,0,7,Orthodox,182.88,182.88,263,2,0,0,4,3,0,0,0,1,3,0,0,4,Orthodox,177.8,182.88,265,38,40
Red,FALSE,Lightweight,3,0,1,0,2,4,0,0,1,1,2,0,0,4,Southpaw,170.18,177.8,155,0,5,0,5,0,0,0,1,2,1,1,0,5,Orthodox,177.8,185.42,145,35,25
Red,FALSE,Welterweight,3,1,0,0,2,4,1,0,1,3,1,1,0,6,Orthodox,177.8,187.96,170,4,0,0,1,4,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,34,39
Red,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,0,2,0,2,0,0,0,0,0,0,1,0,2,Orthodox,177.8,180.34,170,25,33
Red,FALSE,Flyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,165.1,167.64,125,27,23
Red,FALSE,Featherweight,3,0,1,0,1,3,0,0,0,1,2,0,0,3,Orthodox,172.72,170.18,145,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,172.72,167.64,145,28,32
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,170,1,0,0,2,1,0,0,0,0,2,0,0,2,Orthodox,190.5,195.58,170,29,29
Blue,FALSE,Bantamweight,3,0,1,0,1,2,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,135,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,27,23
Red,FALSE,Featherweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Switch,182.88,190.5,155,0,1,0,1,3,0,0,0,2,0,0,0,2,Orthodox,172.72,180.34,145,24,30
Blue,FALSE,Heavyweight,5,0,4,0,6,4,5,0,1,1,7,2,0,11,Orthodox,190.5,195.58,240,2,0,0,2,3,1,0,0,0,2,0,0,2,Orthodox,193.04,203.2,264,35,34
Red,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,0,0,2,0,2,Orthodox,175.26,180.34,155,0,1,0,3,8,0,0,3,6,1,4,0,14,Southpaw,177.8,180.34,155,27,30
Red,FALSE,Lightweight,3,3,0,0,2,4,1,0,0,2,1,0,0,3,Orthodox,175.26,177.8,155,1,0,0,1,1,1,0,0,0,0,1,0,1,Orthodox,182.88,190.5,155,28,34
Red,FALSE,Bantamweight,3,0,2,0,2,0,0,0,1,0,0,1,0,2,Orthodox,170.18,177.8,135,0,2,0,2,3,0,0,1,2,2,0,0,5,Southpaw,175.26,180.34,135,28,34
Red,FALSE,Featherweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,145,0,1,0,1,3,1,0,1,0,1,0,0,2,Orthodox,170.18,185.42,145,26,27
Blue,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,182.88,185.42,170,0,2,0,2,0,0,0,0,2,0,0,0,2,Orthodox,185.42,195.58,170,33,33
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,155,1,0,0,2,3,0,0,1,0,1,2,0,4,Southpaw,175.26,177.8,155,28,36
Blue,FALSE,Welterweight,3,1,0,0,2,2,0,0,1,1,0,0,0,2,Orthodox,177.8,190.5,170,2,0,0,2,7,0,0,0,3,1,1,0,5,Orthodox,180.34,185.42,170,27,33
Red,FALSE,Bantamweight,3,3,0,0,2,3,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,135,2,0,0,3,3,0,0,0,3,0,1,0,4,Orthodox,167.64,170.18,135,31,30
Red,FALSE,Middleweight,5,0,1,0,1,1,0,0,0,1,0,1,0,2,Orthodox,187.96,193.04,185,0,3,0,3,0,0,0,0,1,1,1,0,3,Orthodox,185.42,182.88,185,29,34
Blue,FALSE,Heavyweight,3,0,1,0,1,3,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,265,0,1,0,1,2,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,32,34
Red,FALSE,Heavyweight,3,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,190.5,200.66,260,0,1,0,5,3,0,0,0,1,6,0,0,7,Switch,190.5,200.66,265,29,36
Red,FALSE,Lightweight,3,0,2,0,2,1,1,0,0,1,0,3,0,4,Southpaw,185.42,190.5,170,0,1,0,3,6,0,0,0,1,2,7,0,10,Orthodox,177.8,180.34,155,26,30
Red,FALSE,Flyweight,3,1,0,0,2,1,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,125,1,0,0,2,2,1,0,1,0,1,1,0,3,Orthodox,167.64,167.64,125,22,30
Red,FALSE,Lightweight,3,1,0,0,2,2,0,0,1,1,0,1,0,3,Orthodox,170.18,180.34,155,1,0,0,3,2,1,0,0,3,0,0,0,3,Orthodox,177.8,177.8,155,34,27
Red,FALSE,Middleweight,3,3,0,0,4,5,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,2,0,0,3,5,0,0,0,4,0,1,0,5,Orthodox,182.88,193.04,185,27,31
Blue,FALSE,Featherweight,3,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,180.34,182.88,145,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,29,24
Red,FALSE,Lightweight,3,0,1,0,3,3,0,0,1,4,2,0,0,7,Orthodox,175.26,180.34,155,0,2,0,3,1,1,0,0,1,2,1,1,5,Orthodox,180.34,193.04,155,35,30
Blue,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,155,0,2,0,3,3,1,0,0,3,2,0,0,5,Orthodox,180.34,190.5,155,29,26
Blue,FALSE,Middleweight,3,1,0,0,2,1,0,0,0,1,0,1,0,2,Southpaw,185.42,195.58,185,2,0,0,1,3,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,170,30,27
Blue,FALSE,Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,195.58,193.04,260,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,247,34,36
Blue,FALSE,Lightweight,5,0,1,0,5,5,0,0,0,6,2,2,0,10,Southpaw,172.72,177.8,170,0,2,0,7,1,5,0,3,5,0,1,0,9,Southpaw,175.26,177.8,170,29,30
Blue,FALSE,Welterweight,3,0,1,0,1,1,0,0,1,0,1,0,0,2,Orthodox,182.88,185.42,170,0,1,0,4,4,0,0,1,2,4,2,0,9,Orthodox,182.88,187.96,170,24,38
Blue,FALSE,Middleweight,3,0,3,0,5,3,1,0,1,3,1,3,0,8,Orthodox,185.42,198.12,185,2,0,0,6,2,0,0,1,3,0,2,0,6,Orthodox,190.5,198.12,205,32,32
Red,FALSE,Featherweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,175.26,175.26,145,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,145,32,29
Red,FALSE,Welterweight,3,0,2,0,2,0,0,0,1,0,1,0,0,2,Orthodox,175.26,182.88,170,0,3,0,3,2,0,0,0,3,1,0,0,4,Orthodox,190.5,203.2,170,27,27
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,1,0,0,1,1,0,0,0,0,0,1,0,1,Southpaw,177.8,182.88,155,24,25
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,135,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,135,27,25
Red,FALSE,Middleweight,5,0,2,0,2,1,0,0,0,1,1,0,0,2,Southpaw,175.26,175.26,185,1,0,0,4,6,1,0,1,5,8,0,0,14,Orthodox,185.42,190.5,185,42,35
Red,FALSE,Welterweight,3,0,4,0,4,3,0,0,1,6,3,0,0,10,Southpaw,187.96,193.04,170,1,0,0,2,2,0,0,0,0,3,0,0,3,Orthodox,175.26,187.96,170,32,32
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,1,0,0,0,1,1,0,0,0,0,0,0,0,Southpaw,182.88,182.88,170,28,28
Red,FALSE,Light Heavyweight,5,0,4,0,4,0,0,1,0,0,2,1,0,4,Southpaw,190.5,203.2,205,0,2,0,5,4,1,0,0,6,3,1,0,10,Orthodox,187.96,187.96,205,31,31
Blue,FALSE,Lightweight,3,2,0,0,3,5,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,8,5,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,29,35
Red,FALSE,Middleweight,3,1,0,0,5,2,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,1,0,0,4,6,0,0,2,3,3,0,0,8,Orthodox,182.88,187.96,185,26,33
Red,FALSE,Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,2,0,0,2,3,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,33,29
Red,FALSE,Featherweight,3,0,2,0,2,2,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145,0,1,0,2,6,0,0,0,4,1,3,0,8,Orthodox,170.18,172.72,145,28,29
Red,FALSE,Flyweight,3,0,2,0,2,0,0,0,0,2,0,0,0,2,Southpaw,162.56,162.56,125,0,1,0,1,2,0,0,0,1,0,1,0,2,Orthodox,165.1,170.18,125,31,29
Red,FALSE,Welterweight,5,0,7,0,7,5,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,0,1,0,3,4,1,0,1,2,5,0,0,8,Southpaw,180.34,187.96,170,33,32
Red,FALSE,Light Heavyweight,3,0,2,0,2,2,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,0,1,0,3,4,0,0,0,2,6,0,0,8,Orthodox,187.96,198.12,205,38,30
Blue,FALSE,Featherweight,3,0,6,0,6,1,1,0,2,2,1,1,0,6,Orthodox,167.64,167.64,155,0,1,0,4,8,0,0,3,3,1,4,0,11,Orthodox,170.18,177.8,155,27,32
Blue,FALSE,Lightweight,3,0,3,0,3,0,0,0,0,1,1,1,0,3,Orthodox,177.8,180.34,155,1,0,0,2,2,0,1,0,0,2,0,0,3,Orthodox,177.8,180.34,155,27,35
Blue,FALSE,Lightweight,3,0,1,0,2,1,0,0,0,2,0,1,0,3,Orthodox,180.34,187.96,170,0,2,0,2,2,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,29,29
Blue,FALSE,Light Heavyweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,3,0,0,4,4,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,33,32
Blue,FALSE,Welterweight,3,3,0,0,2,3,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,30,29
Blue,FALSE,Featherweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,2,0,0,3,3,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,30,27
Red,FALSE,Featherweight,5,1,0,0,3,2,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145,0,2,0,2,0,0,0,0,1,1,0,0,2,Southpaw,175.26,187.96,155,27,26
Red,FALSE,Welterweight,3,0,2,0,2,0,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,185,0,3,0,3,0,0,0,0,1,0,2,0,3,Switch,180.34,182.88,170,29,25
Blue,FALSE,Flyweight,3,0,1,0,1,3,0,0,0,1,0,0,0,1,Orthodox,165.1,162.56,125,0,1,0,2,3,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,30,35
Red,FALSE,Lightweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,3,1,1,0,0,3,0,0,0,3,Orthodox,180.34,177.8,155,32,27
Red,FALSE,Flyweight,3,2,0,0,1,3,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,30,34
Blue,FALSE,Middleweight,3,1,0,0,1,2,0,0,1,0,0,0,0,1,Orthodox,190.5,190.5,185,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,33,31
Blue,FALSE,Light Heavyweight,3,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,2,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,22,33
Red,FALSE,Lightweight,5,0,2,0,7,4,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155,0,3,0,4,3,0,0,0,3,3,4,0,10,Orthodox,185.42,185.42,155,30,31
Red,FALSE,Lightweight,3,2,0,0,4,5,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,4,2,0,1,1,1,4,0,0,7,Orthodox,180.34,190.5,155,32,28
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,6,6,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,25,29
Blue,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,0,1,0,1,2,0,0,1,1,1,0,0,3,Southpaw,172.72,177.8,155,28,32
Red,FALSE,Flyweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,165.1,165.1,125,1,0,0,4,2,0,0,0,1,3,0,0,4,Orthodox,160.02,170.18,135,28,24
Red,FALSE,Featherweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Southpaw,182.88,180.34,155,0,2,0,2,1,0,0,0,0,1,1,0,2,Southpaw,182.88,182.88,145,25,25
Red,FALSE,Lightweight,3,5,0,0,0,5,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,1,0,0,3,8,0,0,3,5,1,4,0,13,Southpaw,177.8,180.34,155,30,30
Blue,FALSE,Women's Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,167.64,135,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,135,31,28
Blue,FALSE,Bantamweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,170.18,180.34,135,0,1,0,2,1,0,0,1,1,1,0,0,3,Orthodox,167.64,170.18,135,24,31
Red,FALSE,Featherweight,5,3,0,0,3,10,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,0,1,0,5,5,7,0,0,7,2,1,0,10,Orthodox,167.64,172.72,145,35,32
Blue,FALSE,Flyweight,3,0,1,0,1,1,0,0,1,0,1,0,0,2,Orthodox,165.1,165.1,125,0,2,0,2,0,0,0,0,1,1,0,0,2,Southpaw,170.18,167.64,125,25,22
Blue,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,195.58,170,2,0,0,0,2,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,155,21,28
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,30,28
Red,TRUE,Middleweight,5,0,2,0,8,4,4,0,1,6,5,1,0,13,Southpaw,185.42,187.96,185,0,7,0,7,0,2,0,0,2,3,2,0,7,Orthodox,187.96,198.12,185,36,30
Red,TRUE,Women's Bantamweight,5,0,3,0,3,0,0,0,1,2,0,0,0,3,Orthodox,167.64,172.72,125,0,3,0,3,0,3,0,0,0,1,2,0,3,Orthodox,170.18,172.72,135,29,27
Red,FALSE,Middleweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,0,1,0,1,2,1,0,0,0,0,0,1,1,Orthodox,182.88,200.66,185,30,29
Blue,FALSE,Bantamweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,170.18,177.8,135,1,0,0,3,1,0,0,1,2,0,0,0,3,Southpaw,162.56,180.34,135,27,29
Red,FALSE,Bantamweight,3,0,2,0,2,4,0,0,2,1,0,2,0,5,Southpaw,177.8,185.42,145,1,0,0,4,3,3,0,0,2,0,4,0,6,Orthodox,167.64,170.18,135,26,35
Red,FALSE,Welterweight,3,0,1,0,2,1,0,0,1,1,0,1,0,3,Orthodox,187.96,198.12,185,0,1,0,1,3,0,0,0,0,0,2,0,2,Orthodox,177.8,187.96,170,31,30
Blue,FALSE,Middleweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,185,2,0,0,4,4,0,0,2,2,0,1,1,6,Orthodox,187.96,193.04,185,26,27
Red,FALSE,Featherweight,5,0,3,0,3,8,0,0,1,4,4,0,1,10,Orthodox,172.72,180.34,145,0,5,0,5,1,0,0,0,1,4,0,0,5,Orthodox,172.72,177.8,145,28,30
Red,FALSE,Welterweight,3,0,2,0,2,0,0,0,0,1,0,1,0,2,Orthodox,182.88,190.5,170,0,3,0,3,0,1,0,2,0,0,1,0,3,Southpaw,175.26,180.34,185,28,22
Red,FALSE,Middleweight,3,1,0,0,2,2,0,0,1,1,1,0,0,3,Orthodox,185.42,193.04,170,1,0,0,3,1,1,0,1,1,0,1,0,3,Southpaw,185.42,198.12,185,28,29
Red,FALSE,Featherweight,3,1,0,0,1,1,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,155,1,0,0,4,1,1,0,0,1,2,1,0,4,Orthodox,172.72,180.34,145,30,32
Red,FALSE,Middleweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,190.5,195.58,185,0,3,0,3,0,0,0,0,1,1,0,1,3,Orthodox,187.96,195.58,205,26,27
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,2,0,0,2,2,0,0,0,0,2,0,0,2,Orthodox,177.8,180.34,135,26,31
Red,FALSE,Middleweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,185,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,185,22,31
Blue,FALSE,Middleweight,5,2,0,0,4,6,1,0,0,4,4,2,0,10,Orthodox,182.88,187.96,185,2,0,0,4,3,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,185,35,32
Blue,FALSE,Heavyweight,3,0,2,0,2,0,0,0,0,2,0,0,0,2,Orthodox,187.96,190.5,265,0,3,0,3,1,0,0,0,0,3,0,0,3,Orthodox,193.04,205.74,265,27,36
Blue,FALSE,Featherweight,3,0,1,0,2,5,0,0,0,0,0,5,0,5,Orthodox,177.8,187.96,155,0,1,0,2,3,0,0,1,2,0,0,0,3,Orthodox,180.34,177.8,145,24,30
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,170,2,0,0,2,2,1,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,24,23
Blue,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,170,37,27
Red,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,205,1,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,30,28
Red,TRUE,Flyweight,5,0,3,0,3,0,0,0,0,2,1,0,0,3,Orthodox,162.56,165.1,125,0,5,0,5,2,5,0,1,4,1,1,0,7,Orthodox,160.02,167.64,125,29,27
Red,FALSE,Welterweight,3,0,2,0,2,1,0,0,0,0,3,0,0,3,Orthodox,175.26,187.96,170,0,1,0,5,2,0,0,0,4,2,1,0,7,Orthodox,182.88,193.04,170,32,24
Red,FALSE,Light Heavyweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,0,1,0,5,4,1,0,0,5,3,1,0,9,Orthodox,187.96,187.96,205,34,31
Red,FALSE,Heavyweight,3,0,2,0,4,3,1,0,0,2,3,1,0,6,Orthodox,193.04,198.12,245,0,3,0,6,4,5,0,0,1,7,2,0,10,Orthodox,190.5,195.58,240,31,35
Red,FALSE,Light Heavyweight,3,0,1,0,1,2,0,0,0,1,2,0,0,3,Orthodox,185.42,185.42,205,0,3,0,3,0,0,1,0,0,1,1,0,3,Southpaw,190.5,203.2,205,32,31
Blue,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,0,0,0,0,1,Orthodox,177.8,180.34,170,1,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,175.26,185.42,185,33,31
Red,FALSE,Bantamweight,3,3,0,0,3,3,0,1,0,1,1,0,0,3,Southpaw,167.64,177.8,135,1,0,0,3,3,0,0,3,1,0,0,0,4,Orthodox,170.18,172.72,135,30,35
Red,FALSE,Lightweight,5,0,3,0,3,0,0,0,0,1,1,0,1,3,Orthodox,172.72,185.42,155,0,1,0,7,1,5,0,3,5,0,0,0,8,Southpaw,175.26,177.8,170,27,30
Red,FALSE,Lightweight,3,1,0,0,3,4,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,6,7,2,0,2,6,5,0,0,13,Southpaw,177.8,182.88,170,29,32
Red,FALSE,Flyweight,3,0,1,0,2,1,1,0,1,0,1,1,0,3,Orthodox,167.64,167.64,125,0,1,0,3,1,2,0,0,1,3,0,0,4,Orthodox,160.02,167.64,135,30,29
