,principal component 1B,principal component 2B,principal component 3B,principal component 1R,principal component 2R,principal component 3R,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
50,5.833811640641572,-3.7678405980882212,2.0944173189560265,-0.12172619591855811,-1.367665635990523,-1.1837038290621233,Blue,False,Heavyweight,3,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,265.0,3,0,0,7,12,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240.0,27.0,40.0
51,-1.7810063976237156,0.8911968897242079,-2.9885768133347463,0.4395245903500278,0.7828304560712238,0.5707962757787154,Red,False,Lightweight,3,1,0,0,1,2,0,0,0,0,0,1,0,1,Southpaw,187.96,187.96,155.0,1,0,0,7,13,0,0,2,6,3,7,0,18,Southpaw,172.72,180.34,155.0,29.0,35.0
52,6.563453115719185,-2.3516864730466627,-0.7700236536292533,5.317451712847753,-1.2804214810269274,-0.49043455843025585,Red,False,Women's Strawweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,154.94,162.56,115.0,2,0,0,1,6,0,0,0,3,0,0,0,3,Orthodox,160.02,162.56,115.0,32.0,34.0
53,-2.22167422484955,0.5092639163613193,-1.10140076607817,3.1590018420229002,-1.6384802078872696,1.3959962116153837,Blue,False,Welterweight,3,0,1,0,1,5,2,0,0,1,1,0,0,2,Orthodox,187.96,187.96,170.0,0,1,0,3,6,1,0,1,5,0,2,0,8,Orthodox,180.34,190.5,170.0,30.0,34.0
54,-1.7588513525073752,0.46195037971547376,-0.8392188422177781,-1.0868860691286435,-1.6386600890803298,-0.8641594476338473,Red,False,Heavyweight,5,0,2,0,2,2,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240.0,0,1,0,4,6,1,1,0,2,6,0,0,9,Orthodox,193.04,203.2,265.0,41.0,38.0
55,1.307344890861864,-1.466247590977176,0.05913971510193178,-1.1381706583690694,0.34255743135575717,-2.912643384098936,Red,False,Heavyweight,3,2,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,249.0,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,190.5,213.36,257.0,26.0,26.0
56,1.573551088666431,-2.7694380818062148,1.8796762968977532,3.257770613484754,1.079732873092767,0.17123221167499608,Red,False,Women's Flyweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Southpaw,172.72,170.18,125.0,1,0,0,1,3,1,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125.0,34.0,36.0
57,0.8840208622343168,0.2668171920070864,0.35455240631684387,-1.0719924099234117,-1.3389593770245953,-0.25674577744742183,Red,False,Welterweight,3,0,1,0,1,6,0,0,2,0,0,2,0,4,Southpaw,180.34,185.42,170.0,1,0,0,1,2,0,0,1,0,0,0,0,1,Orthodox,180.34,187.96,170.0,34.0,34.0
58,0.5645459835247998,-0.8544232745349868,-0.20890330437689067,0.9404905125374984,-0.6157413324822074,1.7396915704858171,Blue,False,Heavyweight,3,0,2,0,2,2,0,0,1,2,1,0,0,4,Orthodox,190.5,193.04,235.0,0,1,0,3,3,0,0,0,2,2,0,0,4,Orthodox,190.5,198.12,249.0,37.0,33.0
59,-0.545275252472298,-2.4108382957709638,-0.3513652374519221,-3.1228468724192737,-1.0843332006064548,0.3297167441265802,Blue,False,Light Heavyweight,3,0,1,0,1,1,0,0,0,0,1,0,0,1,Southpaw,182.88,187.96,205.0,1,0,0,2,1,0,0,0,0,0,2,0,2,Orthodox,180.34,177.8,205.0,24.0,32.0
60,0.5534763684039352,-0.9862279821130504,0.29185231531829486,3.6458857264363402,-1.8004008815468604,-0.038226298763206754,Blue,True,Lightweight,5,0,3,0,4,5,0,1,0,4,8,3,0,16,Southpaw,175.26,182.88,155.0,0,13,0,13,3,4,0,1,4,8,2,1,16,Orthodox,180.34,175.26,155.0,30.0,27.0
